C-TUM_ICD10_3ST-0,C-BERJ-0,C-BUNDESLAND-0,C-KRE_GESCHLECHT-0,F-KRE
TUM_ICD10_3ST-C56,BERJ-1983,BUNDESLAND-8,GESCHLECHT-2,17
TUM_ICD10_3ST-C56,BERJ-1984,BUNDESLAND-8,GESCHLECHT-2,21
TUM_ICD10_3ST-C56,BERJ-1985,BUNDESLAND-8,GESCHLECHT-2,24
TUM_ICD10_3ST-C56,BERJ-1986,BUNDESLAND-8,GESCHLECHT-2,33
TUM_ICD10_3ST-C56,BERJ-1987,BUNDESLAND-8,GESCHLECHT-2,12
TUM_ICD10_3ST-C56,BERJ-1988,BUNDESLAND-8,GESCHLECHT-2,25
TUM_ICD10_3ST-C56,BERJ-1989,BUNDESLAND-8,GESCHLECHT-2,28
TUM_ICD10_3ST-C56,BERJ-1990,BUNDESLAND-8,GESCHLECHT-2,28
TUM_ICD10_3ST-C56,BERJ-1991,BUNDESLAND-8,GESCHLECHT-2,28
TUM_ICD10_3ST-C56,BERJ-1992,BUNDESLAND-8,GESCHLECHT-2,24
TUM_ICD10_3ST-C56,BERJ-1993,BUNDESLAND-8,GESCHLECHT-2,25
TUM_ICD10_3ST-C56,BERJ-1994,BUNDESLAND-8,GESCHLECHT-2,31
TUM_ICD10_3ST-C56,BERJ-1995,BUNDESLAND-8,GESCHLECHT-2,19
TUM_ICD10_3ST-C56,BERJ-1996,BUNDESLAND-8,GESCHLECHT-2,26
TUM_ICD10_3ST-C56,BERJ-1997,BUNDESLAND-8,GESCHLECHT-2,27
TUM_ICD10_3ST-C56,BERJ-1998,BUNDESLAND-8,GESCHLECHT-2,31
TUM_ICD10_3ST-C56,BERJ-1999,BUNDESLAND-8,GESCHLECHT-2,20
TUM_ICD10_3ST-C56,BERJ-2000,BUNDESLAND-8,GESCHLECHT-2,24
TUM_ICD10_3ST-C56,BERJ-2001,BUNDESLAND-8,GESCHLECHT-2,30
TUM_ICD10_3ST-C56,BERJ-2002,BUNDESLAND-8,GESCHLECHT-2,27
TUM_ICD10_3ST-C56,BERJ-2003,BUNDESLAND-8,GESCHLECHT-2,28
TUM_ICD10_3ST-C56,BERJ-2004,BUNDESLAND-8,GESCHLECHT-2,21
TUM_ICD10_3ST-C56,BERJ-2005,BUNDESLAND-8,GESCHLECHT-2,26
TUM_ICD10_3ST-C56,BERJ-2006,BUNDESLAND-8,GESCHLECHT-2,28
TUM_ICD10_3ST-C56,BERJ-2007,BUNDESLAND-8,GESCHLECHT-2,29
TUM_ICD10_3ST-C56,BERJ-2008,BUNDESLAND-8,GESCHLECHT-2,30
TUM_ICD10_3ST-C56,BERJ-2009,BUNDESLAND-8,GESCHLECHT-2,30
TUM_ICD10_3ST-C56,BERJ-2010,BUNDESLAND-8,GESCHLECHT-2,26
TUM_ICD10_3ST-C56,BERJ-2011,BUNDESLAND-8,GESCHLECHT-2,22
TUM_ICD10_3ST-C56,BERJ-2012,BUNDESLAND-8,GESCHLECHT-2,32
TUM_ICD10_3ST-C56,BERJ-2013,BUNDESLAND-8,GESCHLECHT-2,24
TUM_ICD10_3ST-C56,BERJ-2014,BUNDESLAND-8,GESCHLECHT-2,26
TUM_ICD10_3ST-C56,BERJ-2015,BUNDESLAND-8,GESCHLECHT-2,29
TUM_ICD10_3ST-C56,BERJ-2016,BUNDESLAND-8,GESCHLECHT-2,39
TUM_ICD10_3ST-C56,BERJ-2017,BUNDESLAND-8,GESCHLECHT-2,35
TUM_ICD10_3ST-C56,BERJ-2018,BUNDESLAND-8,GESCHLECHT-2,33
TUM_ICD10_3ST-C56,BERJ-2019,BUNDESLAND-8,GESCHLECHT-2,27
TUM_ICD10_3ST-C56,BERJ-2020,BUNDESLAND-8,GESCHLECHT-2,21
TUM_ICD10_3ST-C56,BERJ-2021,BUNDESLAND-8,GESCHLECHT-2,31
TUM_ICD10_3ST-C56,BERJ-2022,BUNDESLAND-8,GESCHLECHT-2,26
TUM_ICD10_3ST-C57,BERJ-1987,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C57,BERJ-1989,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C57,BERJ-1990,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C57,BERJ-1991,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C57,BERJ-1992,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C57,BERJ-1995,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C57,BERJ-1998,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C57,BERJ-1999,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C57,BERJ-2000,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C57,BERJ-2002,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C57,BERJ-2003,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C57,BERJ-2004,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C57,BERJ-2005,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C57,BERJ-2007,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C57,BERJ-2008,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C57,BERJ-2009,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C57,BERJ-2010,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C57,BERJ-2011,BUNDESLAND-8,GESCHLECHT-2,5
TUM_ICD10_3ST-C57,BERJ-2012,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C57,BERJ-2013,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C57,BERJ-2014,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C57,BERJ-2015,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C57,BERJ-2016,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C57,BERJ-2017,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C57,BERJ-2018,BUNDESLAND-8,GESCHLECHT-2,7
TUM_ICD10_3ST-C57,BERJ-2019,BUNDESLAND-8,GESCHLECHT-2,5
TUM_ICD10_3ST-C57,BERJ-2020,BUNDESLAND-8,GESCHLECHT-2,8
TUM_ICD10_3ST-C57,BERJ-2021,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C57,BERJ-2022,BUNDESLAND-8,GESCHLECHT-2,7
TUM_ICD10_3ST-C60,BERJ-1983,BUNDESLAND-8,GESCHLECHT-1,5
TUM_ICD10_3ST-C60,BERJ-1984,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-1986,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-1988,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-1989,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-1990,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C60,BERJ-1991,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-1992,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-1993,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-1994,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C60,BERJ-1995,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-1996,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C60,BERJ-1998,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-2000,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-2002,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-2003,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C60,BERJ-2004,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-2005,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-2007,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C60,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C60,BERJ-2012,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C60,BERJ-2013,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C60,BERJ-2014,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C60,BERJ-2015,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C60,BERJ-2016,BUNDESLAND-8,GESCHLECHT-1,5
TUM_ICD10_3ST-C60,BERJ-2017,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C60,BERJ-2018,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C60,BERJ-2019,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C60,BERJ-2020,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C60,BERJ-2021,BUNDESLAND-8,GESCHLECHT-1,6
TUM_ICD10_3ST-C60,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C61,BERJ-1983,BUNDESLAND-8,GESCHLECHT-1,71
TUM_ICD10_3ST-C61,BERJ-1984,BUNDESLAND-8,GESCHLECHT-1,64
TUM_ICD10_3ST-C61,BERJ-1985,BUNDESLAND-8,GESCHLECHT-1,59
TUM_ICD10_3ST-C61,BERJ-1986,BUNDESLAND-8,GESCHLECHT-1,53
TUM_ICD10_3ST-C61,BERJ-1987,BUNDESLAND-8,GESCHLECHT-1,63
TUM_ICD10_3ST-C61,BERJ-1988,BUNDESLAND-8,GESCHLECHT-1,63
TUM_ICD10_3ST-C61,BERJ-1989,BUNDESLAND-8,GESCHLECHT-1,95
TUM_ICD10_3ST-C61,BERJ-1990,BUNDESLAND-8,GESCHLECHT-1,71
TUM_ICD10_3ST-C61,BERJ-1991,BUNDESLAND-8,GESCHLECHT-1,98
TUM_ICD10_3ST-C61,BERJ-1992,BUNDESLAND-8,GESCHLECHT-1,91
TUM_ICD10_3ST-C61,BERJ-1993,BUNDESLAND-8,GESCHLECHT-1,84
TUM_ICD10_3ST-C61,BERJ-1994,BUNDESLAND-8,GESCHLECHT-1,109
TUM_ICD10_3ST-C61,BERJ-1995,BUNDESLAND-8,GESCHLECHT-1,141
TUM_ICD10_3ST-C61,BERJ-1996,BUNDESLAND-8,GESCHLECHT-1,159
TUM_ICD10_3ST-C61,BERJ-1997,BUNDESLAND-8,GESCHLECHT-1,167
TUM_ICD10_3ST-C61,BERJ-1998,BUNDESLAND-8,GESCHLECHT-1,162
TUM_ICD10_3ST-C61,BERJ-1999,BUNDESLAND-8,GESCHLECHT-1,185
TUM_ICD10_3ST-C61,BERJ-2000,BUNDESLAND-8,GESCHLECHT-1,209
TUM_ICD10_3ST-C61,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,291
TUM_ICD10_3ST-C61,BERJ-2002,BUNDESLAND-8,GESCHLECHT-1,345
TUM_ICD10_3ST-C61,BERJ-2003,BUNDESLAND-8,GESCHLECHT-1,450
TUM_ICD10_3ST-C61,BERJ-2004,BUNDESLAND-8,GESCHLECHT-1,440
TUM_ICD10_3ST-C61,BERJ-2005,BUNDESLAND-8,GESCHLECHT-1,377
TUM_ICD10_3ST-C61,BERJ-2006,BUNDESLAND-8,GESCHLECHT-1,280
TUM_ICD10_3ST-C61,BERJ-2007,BUNDESLAND-8,GESCHLECHT-1,294
TUM_ICD10_3ST-C61,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,296
TUM_ICD10_3ST-C61,BERJ-2009,BUNDESLAND-8,GESCHLECHT-1,241
TUM_ICD10_3ST-C61,BERJ-2010,BUNDESLAND-8,GESCHLECHT-1,212
TUM_ICD10_3ST-C61,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,252
TUM_ICD10_3ST-C61,BERJ-2012,BUNDESLAND-8,GESCHLECHT-1,229
TUM_ICD10_3ST-C61,BERJ-2013,BUNDESLAND-8,GESCHLECHT-1,230
TUM_ICD10_3ST-C61,BERJ-2014,BUNDESLAND-8,GESCHLECHT-1,173
TUM_ICD10_3ST-C61,BERJ-2015,BUNDESLAND-8,GESCHLECHT-1,200
TUM_ICD10_3ST-C61,BERJ-2016,BUNDESLAND-8,GESCHLECHT-1,202
TUM_ICD10_3ST-C61,BERJ-2017,BUNDESLAND-8,GESCHLECHT-1,285
TUM_ICD10_3ST-C61,BERJ-2018,BUNDESLAND-8,GESCHLECHT-1,245
TUM_ICD10_3ST-C61,BERJ-2019,BUNDESLAND-8,GESCHLECHT-1,251
TUM_ICD10_3ST-C61,BERJ-2020,BUNDESLAND-8,GESCHLECHT-1,266
TUM_ICD10_3ST-C61,BERJ-2021,BUNDESLAND-8,GESCHLECHT-1,329
TUM_ICD10_3ST-C61,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,315
TUM_ICD10_3ST-C62,BERJ-1983,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C62,BERJ-1984,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C62,BERJ-1985,BUNDESLAND-8,GESCHLECHT-1,5
TUM_ICD10_3ST-C62,BERJ-1986,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C62,BERJ-1987,BUNDESLAND-8,GESCHLECHT-1,8
TUM_ICD10_3ST-C62,BERJ-1988,BUNDESLAND-8,GESCHLECHT-1,6
TUM_ICD10_3ST-C62,BERJ-1989,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C62,BERJ-1990,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C62,BERJ-1991,BUNDESLAND-8,GESCHLECHT-1,9
TUM_ICD10_3ST-C62,BERJ-1992,BUNDESLAND-8,GESCHLECHT-1,7
TUM_ICD10_3ST-C62,BERJ-1993,BUNDESLAND-8,GESCHLECHT-1,12
TUM_ICD10_3ST-C62,BERJ-1994,BUNDESLAND-8,GESCHLECHT-1,12
TUM_ICD10_3ST-C62,BERJ-1995,BUNDESLAND-8,GESCHLECHT-1,14
TUM_ICD10_3ST-C62,BERJ-1996,BUNDESLAND-8,GESCHLECHT-1,13
TUM_ICD10_3ST-C62,BERJ-1997,BUNDESLAND-8,GESCHLECHT-1,19
TUM_ICD10_3ST-C62,BERJ-1998,BUNDESLAND-8,GESCHLECHT-1,24
TUM_ICD10_3ST-C62,BERJ-1999,BUNDESLAND-8,GESCHLECHT-1,14
TUM_ICD10_3ST-C62,BERJ-2000,BUNDESLAND-8,GESCHLECHT-1,9
TUM_ICD10_3ST-C62,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,14
TUM_ICD10_3ST-C62,BERJ-2002,BUNDESLAND-8,GESCHLECHT-1,21
TUM_ICD10_3ST-C62,BERJ-2003,BUNDESLAND-8,GESCHLECHT-1,11
TUM_ICD10_3ST-C62,BERJ-2004,BUNDESLAND-8,GESCHLECHT-1,13
TUM_ICD10_3ST-C62,BERJ-2005,BUNDESLAND-8,GESCHLECHT-1,14
TUM_ICD10_3ST-C62,BERJ-2006,BUNDESLAND-8,GESCHLECHT-1,21
TUM_ICD10_3ST-C62,BERJ-2007,BUNDESLAND-8,GESCHLECHT-1,21
TUM_ICD10_3ST-C62,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,11
TUM_ICD10_3ST-C62,BERJ-2009,BUNDESLAND-8,GESCHLECHT-1,23
TUM_ICD10_3ST-C62,BERJ-2010,BUNDESLAND-8,GESCHLECHT-1,19
TUM_ICD10_3ST-C62,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,19
TUM_ICD10_3ST-C62,BERJ-2012,BUNDESLAND-8,GESCHLECHT-1,17
TUM_ICD10_3ST-C62,BERJ-2013,BUNDESLAND-8,GESCHLECHT-1,19
TUM_ICD10_3ST-C62,BERJ-2014,BUNDESLAND-8,GESCHLECHT-1,18
TUM_ICD10_3ST-C62,BERJ-2015,BUNDESLAND-8,GESCHLECHT-1,22
TUM_ICD10_3ST-C62,BERJ-2016,BUNDESLAND-8,GESCHLECHT-1,17
TUM_ICD10_3ST-C62,BERJ-2017,BUNDESLAND-8,GESCHLECHT-1,18
TUM_ICD10_3ST-C62,BERJ-2018,BUNDESLAND-8,GESCHLECHT-1,26
TUM_ICD10_3ST-C62,BERJ-2019,BUNDESLAND-8,GESCHLECHT-1,19
TUM_ICD10_3ST-C62,BERJ-2020,BUNDESLAND-8,GESCHLECHT-1,24
TUM_ICD10_3ST-C62,BERJ-2021,BUNDESLAND-8,GESCHLECHT-1,25
TUM_ICD10_3ST-C62,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,28
TUM_ICD10_3ST-C63,BERJ-1983,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C63,BERJ-1993,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C63,BERJ-1994,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C63,BERJ-1995,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C63,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C63,BERJ-2003,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C63,BERJ-2006,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C63,BERJ-2007,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C63,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C63,BERJ-2009,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C63,BERJ-2010,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C63,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C63,BERJ-2013,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C63,BERJ-2018,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C63,BERJ-2019,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C63,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C64,BERJ-1983,BUNDESLAND-8,GESCHLECHT-1,6
TUM_ICD10_3ST-C64,BERJ-1983,BUNDESLAND-8,GESCHLECHT-2,12
TUM_ICD10_3ST-C64,BERJ-1984,BUNDESLAND-8,GESCHLECHT-1,18
TUM_ICD10_3ST-C64,BERJ-1984,BUNDESLAND-8,GESCHLECHT-2,13
TUM_ICD10_3ST-C64,BERJ-1985,BUNDESLAND-8,GESCHLECHT-1,13
TUM_ICD10_3ST-C64,BERJ-1985,BUNDESLAND-8,GESCHLECHT-2,8
TUM_ICD10_3ST-C64,BERJ-1986,BUNDESLAND-8,GESCHLECHT-1,19
TUM_ICD10_3ST-C64,BERJ-1986,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C64,BERJ-1987,BUNDESLAND-8,GESCHLECHT-1,17
TUM_ICD10_3ST-C64,BERJ-1987,BUNDESLAND-8,GESCHLECHT-2,14
TUM_ICD10_3ST-C64,BERJ-1988,BUNDESLAND-8,GESCHLECHT-1,18
TUM_ICD10_3ST-C64,BERJ-1988,BUNDESLAND-8,GESCHLECHT-2,14
TUM_ICD10_3ST-C64,BERJ-1989,BUNDESLAND-8,GESCHLECHT-1,18
TUM_ICD10_3ST-C64,BERJ-1989,BUNDESLAND-8,GESCHLECHT-2,12
TUM_ICD10_3ST-C64,BERJ-1990,BUNDESLAND-8,GESCHLECHT-1,18
TUM_ICD10_3ST-C64,BERJ-1990,BUNDESLAND-8,GESCHLECHT-2,14
TUM_ICD10_3ST-C64,BERJ-1991,BUNDESLAND-8,GESCHLECHT-1,22
TUM_ICD10_3ST-C64,BERJ-1991,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C64,BERJ-1992,BUNDESLAND-8,GESCHLECHT-1,19
TUM_ICD10_3ST-C64,BERJ-1992,BUNDESLAND-8,GESCHLECHT-2,19
TUM_ICD10_3ST-C64,BERJ-1993,BUNDESLAND-8,GESCHLECHT-1,22
TUM_ICD10_3ST-C64,BERJ-1993,BUNDESLAND-8,GESCHLECHT-2,11
TUM_ICD10_3ST-C64,BERJ-1994,BUNDESLAND-8,GESCHLECHT-1,25
TUM_ICD10_3ST-C64,BERJ-1994,BUNDESLAND-8,GESCHLECHT-2,14
TUM_ICD10_3ST-C64,BERJ-1995,BUNDESLAND-8,GESCHLECHT-1,23
TUM_ICD10_3ST-C64,BERJ-1995,BUNDESLAND-8,GESCHLECHT-2,17
TUM_ICD10_3ST-C64,BERJ-1996,BUNDESLAND-8,GESCHLECHT-1,26
TUM_ICD10_3ST-C64,BERJ-1996,BUNDESLAND-8,GESCHLECHT-2,19
TUM_ICD10_3ST-C64,BERJ-1997,BUNDESLAND-8,GESCHLECHT-1,26
TUM_ICD10_3ST-C64,BERJ-1997,BUNDESLAND-8,GESCHLECHT-2,19
TUM_ICD10_3ST-C64,BERJ-1998,BUNDESLAND-8,GESCHLECHT-1,22
TUM_ICD10_3ST-C64,BERJ-1998,BUNDESLAND-8,GESCHLECHT-2,11
TUM_ICD10_3ST-C64,BERJ-1999,BUNDESLAND-8,GESCHLECHT-1,29
TUM_ICD10_3ST-C64,BERJ-1999,BUNDESLAND-8,GESCHLECHT-2,18
TUM_ICD10_3ST-C64,BERJ-2000,BUNDESLAND-8,GESCHLECHT-1,17
TUM_ICD10_3ST-C64,BERJ-2000,BUNDESLAND-8,GESCHLECHT-2,10
TUM_ICD10_3ST-C64,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,26
TUM_ICD10_3ST-C64,BERJ-2001,BUNDESLAND-8,GESCHLECHT-2,16
TUM_ICD10_3ST-C64,BERJ-2002,BUNDESLAND-8,GESCHLECHT-1,20
TUM_ICD10_3ST-C64,BERJ-2002,BUNDESLAND-8,GESCHLECHT-2,14
TUM_ICD10_3ST-C64,BERJ-2003,BUNDESLAND-8,GESCHLECHT-1,23
TUM_ICD10_3ST-C64,BERJ-2003,BUNDESLAND-8,GESCHLECHT-2,10
TUM_ICD10_3ST-C64,BERJ-2004,BUNDESLAND-8,GESCHLECHT-1,29
TUM_ICD10_3ST-C64,BERJ-2004,BUNDESLAND-8,GESCHLECHT-2,18
TUM_ICD10_3ST-C64,BERJ-2005,BUNDESLAND-8,GESCHLECHT-1,30
TUM_ICD10_3ST-C64,BERJ-2005,BUNDESLAND-8,GESCHLECHT-2,14
TUM_ICD10_3ST-C64,BERJ-2006,BUNDESLAND-8,GESCHLECHT-1,26
TUM_ICD10_3ST-C64,BERJ-2006,BUNDESLAND-8,GESCHLECHT-2,21
TUM_ICD10_3ST-C64,BERJ-2007,BUNDESLAND-8,GESCHLECHT-1,31
TUM_ICD10_3ST-C64,BERJ-2007,BUNDESLAND-8,GESCHLECHT-2,19
TUM_ICD10_3ST-C64,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,45
TUM_ICD10_3ST-C64,BERJ-2008,BUNDESLAND-8,GESCHLECHT-2,19
TUM_ICD10_3ST-C64,BERJ-2009,BUNDESLAND-8,GESCHLECHT-1,23
TUM_ICD10_3ST-C64,BERJ-2009,BUNDESLAND-8,GESCHLECHT-2,21
TUM_ICD10_3ST-C64,BERJ-2010,BUNDESLAND-8,GESCHLECHT-1,26
TUM_ICD10_3ST-C64,BERJ-2010,BUNDESLAND-8,GESCHLECHT-2,14
TUM_ICD10_3ST-C64,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,35
TUM_ICD10_3ST-C64,BERJ-2011,BUNDESLAND-8,GESCHLECHT-2,17
TUM_ICD10_3ST-C64,BERJ-2012,BUNDESLAND-8,GESCHLECHT-1,17
TUM_ICD10_3ST-C64,BERJ-2012,BUNDESLAND-8,GESCHLECHT-2,15
TUM_ICD10_3ST-C64,BERJ-2013,BUNDESLAND-8,GESCHLECHT-1,30
TUM_ICD10_3ST-C64,BERJ-2013,BUNDESLAND-8,GESCHLECHT-2,17
TUM_ICD10_3ST-C64,BERJ-2014,BUNDESLAND-8,GESCHLECHT-1,30
TUM_ICD10_3ST-C64,BERJ-2014,BUNDESLAND-8,GESCHLECHT-2,16
TUM_ICD10_3ST-C64,BERJ-2015,BUNDESLAND-8,GESCHLECHT-1,30
TUM_ICD10_3ST-C64,BERJ-2015,BUNDESLAND-8,GESCHLECHT-2,18
TUM_ICD10_3ST-C64,BERJ-2016,BUNDESLAND-8,GESCHLECHT-1,36
TUM_ICD10_3ST-C64,BERJ-2016,BUNDESLAND-8,GESCHLECHT-2,15
TUM_ICD10_3ST-C64,BERJ-2017,BUNDESLAND-8,GESCHLECHT-1,40
TUM_ICD10_3ST-C64,BERJ-2017,BUNDESLAND-8,GESCHLECHT-2,22
TUM_ICD10_3ST-C64,BERJ-2018,BUNDESLAND-8,GESCHLECHT-1,37
TUM_ICD10_3ST-C64,BERJ-2018,BUNDESLAND-8,GESCHLECHT-2,16
TUM_ICD10_3ST-C64,BERJ-2019,BUNDESLAND-8,GESCHLECHT-1,24
TUM_ICD10_3ST-C64,BERJ-2019,BUNDESLAND-8,GESCHLECHT-2,18
TUM_ICD10_3ST-C64,BERJ-2020,BUNDESLAND-8,GESCHLECHT-1,35
TUM_ICD10_3ST-C64,BERJ-2020,BUNDESLAND-8,GESCHLECHT-2,20
TUM_ICD10_3ST-C64,BERJ-2021,BUNDESLAND-8,GESCHLECHT-1,46
TUM_ICD10_3ST-C64,BERJ-2021,BUNDESLAND-8,GESCHLECHT-2,22
TUM_ICD10_3ST-C64,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,49
TUM_ICD10_3ST-C64,BERJ-2022,BUNDESLAND-8,GESCHLECHT-2,21
TUM_ICD10_3ST-C65,BERJ-1983,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C65,BERJ-1983,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C65,BERJ-1984,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C65,BERJ-1987,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C65,BERJ-1988,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C65,BERJ-1989,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C65,BERJ-1989,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C65,BERJ-1990,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C65,BERJ-1990,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C65,BERJ-1991,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C65,BERJ-1992,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C65,BERJ-1993,BUNDESLAND-8,GESCHLECHT-1,3
